work_date,work_week,store_id,Site Name,metric,quantity,city
5/4/2015,5/3/2015,2356,Store E,Product B Produced,15,San Diego
5/7/2015,5/3/2015,2356,Store E,Hours Worked,89,San Diego
5/8/2015,5/3/2015,2356,Store E,Hours Worked,95,San Diego
5/9/2015,5/3/2015,2356,Store E,Hours Worked,80,San Diego
5/4/2015,5/3/2015,2356,Store E,Hours Worked,80,San Diego
5/5/2015,5/3/2015,2356,Store E,Hours Worked,95,San Diego
5/4/2015,5/3/2015,2356,Store E,Product A Produced,35,San Diego
5/5/2015,5/3/2015,2356,Store E,Product A Produced,58,San Diego
5/9/2015,5/3/2015,2356,Store E,Product A Produced,28,San Diego
5/8/2015,5/3/2015,2356,Store E,Product A Produced,27,San Diego
6/19/2015,6/14/2015,1232,Store A,Product B Produced,18,LA
6/18/2015,6/14/2015,1232,Store A,Product A Produced,28,LA
6/16/2015,6/14/2015,1232,Store A,Product A Produced,31,LA
6/15/2015,6/14/2015,1232,Store A,Product B Produced,13,LA
6/19/2015,6/14/2015,1232,Store A,Hours Worked,63,LA
6/16/2015,6/14/2015,1232,Store A,Hours Worked,100,LA
6/17/2015,6/14/2015,1232,Store A,Hours Worked,106,LA
6/15/2015,6/14/2015,1232,Store A,Hours Worked,104,LA
6/18/2015,6/14/2015,1232,Store A,Hours Worked,83,LA
6/25/2015,6/21/2015,1232,Store A,Product B Produced,12,LA
6/26/2015,6/21/2015,1232,Store A,Product B Produced,14,LA
6/25/2015,6/21/2015,1232,Store A,Hours Worked,111,LA
6/26/2015,6/21/2015,1232,Store A,Hours Worked,87,LA
6/24/2015,6/21/2015,1232,Store A,Hours Worked,113,LA
6/24/2015,6/21/2015,1232,Store A,Product A Produced,100,LA
6/25/2015,6/21/2015,1234,Store C,Hours Worked,98,San Diego
6/21/2015,6/21/2015,1234,Store C,Hours Worked,84,San Diego
6/24/2015,6/21/2015,1234,Store C,Hours Worked,119,San Diego
6/22/2015,6/21/2015,1234,Store C,Hours Worked,101,San Diego
6/23/2015,6/21/2015,1234,Store C,Hours Worked,108,San Diego
6/24/2015,6/21/2015,1234,Store C,Product B Produced,14,San Diego
6/21/2015,6/21/2015,1234,Store C,Product A Produced,59,San Diego
6/25/2015,6/21/2015,1234,Store C,Product A Produced,32,San Diego
7/18/2015,7/12/2015,6453,Store B,Hours Worked,119,San Diego
7/17/2015,7/12/2015,6453,Store B,Hours Worked,92,San Diego
7/12/2015,7/12/2015,6453,Store B,Hours Worked,89,San Diego
7/13/2015,7/12/2015,2356,Store E,Hours Worked,104,San Diego
7/17/2015,7/12/2015,2356,Store E,Hours Worked,72,San Diego
7/16/2015,7/12/2015,2356,Store E,Hours Worked,103,San Diego
1/2/2015,12/28/2014,5678,Store D,Hours Worked,102,San Francisco
1/2/2015,12/28/2014,5678,Store D,Product A Produced,126,San Francisco
1/7/2015,1/4/2015,1232,Store A,Hours Worked,90,LA
1/6/2015,1/4/2015,1232,Store A,Product B Produced,15,LA
1/9/2015,1/4/2015,1232,Store A,Product B Produced,18,LA
1/6/2015,1/4/2015,1232,Store A,Product A Produced,28,LA
1/8/2015,1/4/2015,1232,Store A,Hours Worked,87,LA
1/6/2015,1/4/2015,1232,Store A,Hours Worked,90,LA
1/9/2015,1/4/2015,1232,Store A,Hours Worked,93,LA
1/5/2015,1/4/2015,1232,Store A,Hours Worked,100,LA
1/7/2015,1/4/2015,1232,Store A,Product A Produced,52,LA
1/12/2015,1/11/2015,5678,Store D,Product A Produced,61,San Francisco
1/15/2015,1/11/2015,5678,Store D,Hours Worked,102,San Francisco
1/12/2015,1/11/2015,5678,Store D,Hours Worked,98,San Francisco
1/16/2015,1/11/2015,5678,Store D,Hours Worked,88,San Francisco
1/13/2015,1/11/2015,5678,Store D,Hours Worked,107,San Francisco
1/14/2015,1/11/2015,5678,Store D,Hours Worked,110,San Francisco
1/23/2015,1/18/2015,1232,Store A,Product A Produced,36,LA
1/21/2015,1/18/2015,1232,Store A,Hours Worked,119,LA
1/22/2015,1/18/2015,1232,Store A,Hours Worked,94,LA
1/20/2015,1/18/2015,1232,Store A,Hours Worked,111,LA
1/23/2015,1/18/2015,1232,Store A,Hours Worked,102,LA
3/7/2015,3/1/2015,2356,Store E,Product A Produced,52,San Diego
3/2/2015,3/1/2015,2356,Store E,Hours Worked,101,San Diego
3/6/2015,3/1/2015,2356,Store E,Hours Worked,100,San Diego
3/3/2015,3/1/2015,2356,Store E,Hours Worked,84,San Diego
3/7/2015,3/1/2015,2356,Store E,Hours Worked,89,San Diego
3/5/2015,3/1/2015,2356,Store E,Hours Worked,103,San Diego
3/5/2015,3/1/2015,2356,Store E,Product B Produced,14,San Diego
3/5/2015,3/1/2015,2356,Store E,Product A Produced,97,San Diego
3/3/2015,3/1/2015,2356,Store E,Product B Produced,33,San Diego
3/27/2015,3/22/2015,6453,Store B,Hours Worked,110,San Diego
3/23/2015,3/22/2015,6453,Store B,Hours Worked,116,San Diego
3/28/2015,3/22/2015,6453,Store B,Hours Worked,99,San Diego
3/24/2015,3/22/2015,6453,Store B,Hours Worked,114,San Diego
3/23/2015,3/22/2015,6453,Store B,Product B Produced,15,San Diego
3/27/2015,3/22/2015,6453,Store B,Product B Produced,14,San Diego
3/25/2015,3/22/2015,6453,Store B,Hours Worked,108,San Diego
3/27/2015,3/22/2015,6453,Store B,Product A Produced,54,San Diego
3/24/2015,3/22/2015,6453,Store B,Product A Produced,114,San Diego
3/25/2015,3/22/2015,6453,Store B,Product A Produced,32,San Diego
3/24/2015,3/22/2015,1234,Store C,Product B Produced,53,San Diego
3/26/2015,3/22/2015,1234,Store C,Product B Produced,18,San Diego
3/22/2015,3/22/2015,1234,Store C,Product A Produced,74,San Diego
3/23/2015,3/22/2015,1234,Store C,Product A Produced,33,San Diego
3/24/2015,3/22/2015,1234,Store C,Product A Produced,73,San Diego
3/25/2015,3/22/2015,1234,Store C,Product A Produced,72,San Diego
3/26/2015,3/22/2015,1234,Store C,Product A Produced,37,San Diego
3/26/2015,3/22/2015,1234,Store C,Hours Worked,97,San Diego
3/22/2015,3/22/2015,1234,Store C,Hours Worked,110,San Diego
3/25/2015,3/22/2015,1234,Store C,Hours Worked,117,San Diego
3/24/2015,3/22/2015,1234,Store C,Hours Worked,117,San Diego
3/23/2015,3/22/2015,1234,Store C,Hours Worked,98,San Diego
4/7/2015,4/5/2015,2356,Store E,Product A Produced,61,San Diego
4/10/2015,4/5/2015,2356,Store E,Product A Produced,32,San Diego
4/11/2015,4/5/2015,2356,Store E,Product A Produced,33,San Diego
4/11/2015,4/5/2015,2356,Store E,Product B Produced,32,San Diego
4/10/2015,4/5/2015,2356,Store E,Product B Produced,15,San Diego
4/23/2015,4/19/2015,7859,Store G,Product A Produced,61,Irvine
4/25/2015,4/19/2015,7859,Store G,Product A Produced,68,Irvine
4/24/2015,4/19/2015,7859,Store G,Product A Produced,29,Irvine
4/19/2015,4/19/2015,7859,Store G,Product A Produced,70,Irvine
4/25/2015,4/19/2015,7859,Store G,Hours Worked,81,Irvine
4/24/2015,4/19/2015,7859,Store G,Hours Worked,79,Irvine
4/19/2015,4/19/2015,7859,Store G,Hours Worked,78,Irvine
4/23/2015,4/19/2015,7859,Store G,Hours Worked,92,Irvine
4/20/2015,4/19/2015,7859,Store G,Product B Produced,17,Irvine
4/19/2015,4/19/2015,7859,Store G,Product B Produced,18,Irvine
4/24/2015,4/19/2015,7859,Store G,Product B Produced,42,Irvine
4/25/2015,4/19/2015,7859,Store G,Product B Produced,18,Irvine
4/22/2015,4/19/2015,7859,Store G,Product A Produced,29,Irvine
5/9/2015,5/3/2015,7859,Store G,Product B Produced,12,Irvine
5/3/2015,5/3/2015,7859,Store G,Hours Worked,111,Irvine
5/9/2015,5/3/2015,7859,Store G,Hours Worked,111,Irvine
5/3/2015,5/3/2015,7859,Store G,Product A Produced,51,Irvine
5/13/2015,5/10/2015,5678,Store D,Product A Produced,204,San Francisco
5/14/2015,5/10/2015,5678,Store D,Product A Produced,35,San Francisco
5/15/2015,5/10/2015,5678,Store D,Product A Produced,82,San Francisco
5/12/2015,5/10/2015,5678,Store D,Product A Produced,73,San Francisco
5/11/2015,5/10/2015,5678,Store D,Product A Produced,31,San Francisco
5/13/2015,5/10/2015,5678,Store D,Hours Worked,109,San Francisco
5/14/2015,5/10/2015,5678,Store D,Hours Worked,117,San Francisco
5/12/2015,5/10/2015,5678,Store D,Hours Worked,92,San Francisco
5/15/2015,5/10/2015,5678,Store D,Hours Worked,90,San Francisco
5/11/2015,5/10/2015,5678,Store D,Hours Worked,82,San Francisco
7/15/2015,7/12/2015,1290,Store F,Hours Worked,117,San Mateo
7/16/2015,7/12/2015,1290,Store F,Hours Worked,105,San Mateo
7/17/2015,7/12/2015,1290,Store F,Product B Produced,13,San Mateo
7/18/2015,7/12/2015,1290,Store F,Hours Worked,155,San Mateo
7/17/2015,7/12/2015,1290,Store F,Hours Worked,130,San Mateo
7/13/2015,7/12/2015,1290,Store F,Hours Worked,82,San Mateo
7/12/2015,7/12/2015,1290,Store F,Hours Worked,109,San Mateo
7/18/2015,7/12/2015,1290,Store F,Product A Produced,28,San Mateo
7/15/2015,7/12/2015,1290,Store F,Product A Produced,35,San Mateo
7/17/2015,7/12/2015,1290,Store F,Product A Produced,50,San Mateo
7/16/2015,7/12/2015,1290,Store F,Product A Produced,27,San Mateo
7/24/2015,7/19/2015,6453,Store B,Product A Produced,69,San Diego
7/21/2015,7/19/2015,6453,Store B,Product A Produced,34,San Diego
1/8/2015,1/4/2015,5678,Store D,Hours Worked,107,San Francisco
1/6/2015,1/4/2015,5678,Store D,Hours Worked,96,San Francisco
1/5/2015,1/4/2015,5678,Store D,Hours Worked,111,San Francisco
1/9/2015,1/4/2015,5678,Store D,Hours Worked,107,San Francisco
1/7/2015,1/4/2015,5678,Store D,Hours Worked,82,San Francisco
1/6/2015,1/4/2015,5678,Store D,Product A Produced,55,San Francisco
1/7/2015,1/4/2015,5678,Store D,Product A Produced,35,San Francisco
1/5/2015,1/4/2015,5678,Store D,Product A Produced,73,San Francisco
1/16/2015,1/11/2015,1232,Store A,Product B Produced,15,LA
1/12/2015,1/11/2015,1232,Store A,Product B Produced,13,LA
1/12/2015,1/11/2015,1232,Store A,Hours Worked,84,LA
1/15/2015,1/11/2015,1232,Store A,Hours Worked,91,LA
1/16/2015,1/11/2015,1232,Store A,Hours Worked,109,LA
1/14/2015,1/11/2015,1232,Store A,Hours Worked,114,LA
1/13/2015,1/11/2015,1232,Store A,Hours Worked,89,LA
1/22/2015,1/18/2015,7859,Store G,Product A Produced,37,Irvine
1/20/2015,1/18/2015,7859,Store G,Product A Produced,130,Irvine
1/18/2015,1/18/2015,7859,Store G,Hours Worked,80,Irvine
1/20/2015,1/18/2015,7859,Store G,Hours Worked,87,Irvine
1/22/2015,1/18/2015,7859,Store G,Hours Worked,102,Irvine
1/21/2015,1/18/2015,7859,Store G,Hours Worked,91,Irvine
1/24/2015,1/18/2015,7859,Store G,Hours Worked,93,Irvine
1/21/2015,1/18/2015,7859,Store G,Product B Produced,15,Irvine
1/24/2015,1/18/2015,7859,Store G,Product A Produced,26,Irvine
1/22/2015,1/18/2015,7859,Store G,Product B Produced,14,Irvine
1/23/2015,1/18/2015,7859,Store G,Product A Produced,29,Irvine
4/1/2015,3/29/2015,6453,Store B,Product A Produced,94,San Diego
4/3/2015,3/29/2015,2356,Store E,Product B Produced,17,San Diego
4/3/2015,3/29/2015,2356,Store E,Product A Produced,36,San Diego
3/30/2015,3/29/2015,2356,Store E,Product A Produced,30,San Diego
4/3/2015,3/29/2015,2356,Store E,Hours Worked,107,San Diego
4/4/2015,3/29/2015,2356,Store E,Hours Worked,85,San Diego
4/2/2015,3/29/2015,2356,Store E,Hours Worked,108,San Diego
3/30/2015,3/29/2015,2356,Store E,Hours Worked,195,San Diego
4/16/2015,4/12/2015,5678,Store D,Hours Worked,100,San Francisco
4/14/2015,4/12/2015,5678,Store D,Hours Worked,115,San Francisco
4/17/2015,4/12/2015,5678,Store D,Hours Worked,112,San Francisco
4/13/2015,4/12/2015,5678,Store D,Hours Worked,107,San Francisco
4/15/2015,4/12/2015,5678,Store D,Hours Worked,93,San Francisco
4/16/2015,4/12/2015,5678,Store D,Product A Produced,92,San Francisco
4/17/2015,4/12/2015,5678,Store D,Product A Produced,74,San Francisco
4/18/2015,4/12/2015,5678,Store D,Product A Produced,121,San Francisco
4/13/2015,4/12/2015,5678,Store D,Product A Produced,51,San Francisco
4/15/2015,4/12/2015,5678,Store D,Product A Produced,64,San Francisco
4/16/2015,4/12/2015,1290,Store F,Product A Produced,36,San Mateo
4/14/2015,4/12/2015,1290,Store F,Hours Worked,88,San Mateo
4/17/2015,4/12/2015,1290,Store F,Hours Worked,88,San Mateo
4/16/2015,4/12/2015,1290,Store F,Hours Worked,97,San Mateo
4/16/2015,4/12/2015,1290,Store F,Product B Produced,17,San Mateo
4/15/2015,4/12/2015,1290,Store F,Hours Worked,106,San Mateo
4/18/2015,4/12/2015,1290,Store F,Product B Produced,12,San Mateo
4/18/2015,4/12/2015,1290,Store F,Hours Worked,111,San Mateo
4/19/2015,4/19/2015,1234,Store C,Product B Produced,25,San Diego
4/23/2015,4/19/2015,1234,Store C,Product B Produced,16,San Diego
4/19/2015,4/19/2015,1234,Store C,Product A Produced,57,San Diego
4/21/2015,4/19/2015,1234,Store C,Product B Produced,34,San Diego
4/22/2015,4/19/2015,1234,Store C,Product A Produced,60,San Diego
4/23/2015,4/19/2015,1234,Store C,Product A Produced,80,San Diego
4/19/2015,4/19/2015,1234,Store C,Hours Worked,86,San Diego
4/21/2015,4/19/2015,1234,Store C,Hours Worked,91,San Diego
4/22/2015,4/19/2015,1234,Store C,Hours Worked,107,San Diego
4/20/2015,4/19/2015,1234,Store C,Hours Worked,105,San Diego
4/23/2015,4/19/2015,1234,Store C,Hours Worked,91,San Diego
4/29/2015,4/26/2015,7859,Store G,Product B Produced,15,Irvine
4/27/2015,4/26/2015,7859,Store G,Product B Produced,83,Irvine
4/26/2015,4/26/2015,7859,Store G,Product B Produced,14,Irvine
4/27/2015,4/26/2015,7859,Store G,Product A Produced,146,Irvine
4/26/2015,4/26/2015,7859,Store G,Hours Worked,97,Irvine
5/1/2015,4/26/2015,7859,Store G,Hours Worked,51,Irvine
5/2/2015,4/26/2015,7859,Store G,Hours Worked,57,Irvine
4/27/2015,4/26/2015,7859,Store G,Hours Worked,72,Irvine
4/26/2015,4/26/2015,7859,Store G,Product A Produced,56,Irvine
5/1/2015,4/26/2015,7859,Store G,Product A Produced,31,Irvine
5/13/2015,5/10/2015,1232,Store A,Product A Produced,31,LA
5/11/2015,5/10/2015,1232,Store A,Product A Produced,73,LA
5/12/2015,5/10/2015,1232,Store A,Product A Produced,27,LA
5/15/2015,5/10/2015,1232,Store A,Product A Produced,28,LA
5/14/2015,5/10/2015,1232,Store A,Hours Worked,88,LA
5/11/2015,5/10/2015,1232,Store A,Hours Worked,94,LA
5/15/2015,5/10/2015,1232,Store A,Hours Worked,104,LA
5/13/2015,5/10/2015,1232,Store A,Hours Worked,81,LA
5/12/2015,5/10/2015,1232,Store A,Hours Worked,95,LA
5/11/2015,5/10/2015,1232,Store A,Product B Produced,17,LA
7/6/2015,7/5/2015,2356,Store E,Hours Worked,83,San Diego
7/10/2015,7/5/2015,2356,Store E,Hours Worked,104,San Diego
7/11/2015,7/5/2015,2356,Store E,Hours Worked,99,San Diego
7/7/2015,7/5/2015,2356,Store E,Hours Worked,101,San Diego
7/6/2015,7/5/2015,2356,Store E,Product B Produced,15,San Diego
7/9/2015,7/5/2015,2356,Store E,Hours Worked,110,San Diego
7/7/2015,7/5/2015,2356,Store E,Product A Produced,89,San Diego
7/10/2015,7/5/2015,2356,Store E,Product A Produced,28,San Diego
7/11/2015,7/5/2015,2356,Store E,Product A Produced,62,San Diego
7/6/2015,7/5/2015,2356,Store E,Product A Produced,53,San Diego
7/21/2015,7/19/2015,1290,Store F,Hours Worked,106,San Mateo
7/24/2015,7/19/2015,1290,Store F,Hours Worked,162,San Mateo
7/23/2015,7/19/2015,1290,Store F,Hours Worked,87,San Mateo
7/22/2015,7/19/2015,1290,Store F,Hours Worked,85,San Mateo
7/19/2015,7/19/2015,1290,Store F,Hours Worked,94,San Mateo
7/20/2015,7/19/2015,1290,Store F,Hours Worked,109,San Mateo
1/9/2015,1/4/2015,2356,Store E,Product A Produced,36,San Diego
1/5/2015,1/4/2015,2356,Store E,Product A Produced,35,San Diego
1/8/2015,1/4/2015,2356,Store E,Product A Produced,31,San Diego
1/9/2015,1/4/2015,2356,Store E,Hours Worked,92,San Diego
1/5/2015,1/4/2015,2356,Store E,Hours Worked,95,San Diego
1/6/2015,1/4/2015,2356,Store E,Hours Worked,112,San Diego
1/6/2015,1/4/2015,2356,Store E,Product B Produced,14,San Diego
1/8/2015,1/4/2015,2356,Store E,Hours Worked,100,San Diego
1/21/2015,1/18/2015,1290,Store F,Product A Produced,26,San Mateo
1/22/2015,1/18/2015,1290,Store F,Product A Produced,71,San Mateo
1/24/2015,1/18/2015,1290,Store F,Hours Worked,82,San Mateo
1/20/2015,1/18/2015,1290,Store F,Hours Worked,96,San Mateo
1/21/2015,1/18/2015,1290,Store F,Hours Worked,105,San Mateo
1/23/2015,1/18/2015,1290,Store F,Hours Worked,148,San Mateo
1/21/2015,1/18/2015,1290,Store F,Product B Produced,42,San Mateo
1/23/2015,1/18/2015,1290,Store F,Product B Produced,13,San Mateo
1/22/2015,1/18/2015,1290,Store F,Hours Worked,107,San Mateo
1/25/2015,1/25/2015,1234,Store C,Product B Produced,17,San Diego
1/26/2015,1/25/2015,1234,Store C,Product B Produced,14,San Diego
1/27/2015,1/25/2015,1234,Store C,Hours Worked,115,San Diego
1/29/2015,1/25/2015,1234,Store C,Hours Worked,119,San Diego
1/28/2015,1/25/2015,1234,Store C,Hours Worked,84,San Diego
1/25/2015,1/25/2015,1234,Store C,Hours Worked,94,San Diego
1/26/2015,1/25/2015,1234,Store C,Hours Worked,101,San Diego
1/25/2015,1/25/2015,1234,Store C,Product A Produced,103,San Diego
1/29/2015,1/25/2015,1234,Store C,Product A Produced,55,San Diego
1/26/2015,1/25/2015,1234,Store C,Product A Produced,51,San Diego
2/9/2015,2/8/2015,5678,Store D,Product B Produced,14,San Francisco
2/11/2015,2/8/2015,5678,Store D,Product B Produced,17,San Francisco
2/12/2015,2/8/2015,5678,Store D,Hours Worked,113,San Francisco
2/13/2015,2/8/2015,5678,Store D,Hours Worked,86,San Francisco
2/10/2015,2/8/2015,5678,Store D,Hours Worked,85,San Francisco
2/11/2015,2/8/2015,5678,Store D,Hours Worked,102,San Francisco
2/9/2015,2/8/2015,5678,Store D,Hours Worked,89,San Francisco
2/12/2015,2/8/2015,5678,Store D,Product A Produced,60,San Francisco
2/13/2015,2/8/2015,5678,Store D,Product A Produced,31,San Francisco
2/11/2015,2/8/2015,5678,Store D,Product A Produced,25,San Francisco
2/28/2015,2/22/2015,2356,Store E,Product A Produced,131,San Diego
2/28/2015,2/22/2015,2356,Store E,Product B Produced,17,San Diego
2/24/2015,2/22/2015,2356,Store E,Product A Produced,28,San Diego
2/26/2015,2/22/2015,2356,Store E,Product A Produced,29,San Diego
2/23/2015,2/22/2015,2356,Store E,Product A Produced,32,San Diego
2/28/2015,2/22/2015,2356,Store E,Hours Worked,101,San Diego
2/24/2015,2/22/2015,2356,Store E,Hours Worked,107,San Diego
2/23/2015,2/22/2015,2356,Store E,Hours Worked,101,San Diego
2/27/2015,2/22/2015,2356,Store E,Hours Worked,107,San Diego
2/26/2015,2/22/2015,2356,Store E,Hours Worked,96,San Diego
2/23/2015,2/22/2015,2356,Store E,Product B Produced,17,San Diego
2/26/2015,2/22/2015,2356,Store E,Product B Produced,13,San Diego
3/10/2015,3/8/2015,1290,Store F,Product A Produced,37,San Mateo
3/11/2015,3/8/2015,1290,Store F,Product A Produced,35,San Mateo
3/14/2015,3/8/2015,1290,Store F,Product B Produced,17,San Mateo
3/9/2015,3/8/2015,1290,Store F,Hours Worked,14,San Mateo
3/10/2015,3/8/2015,1290,Store F,Hours Worked,116,San Mateo
3/12/2015,3/8/2015,1290,Store F,Hours Worked,83,San Mateo
3/14/2015,3/8/2015,1290,Store F,Hours Worked,112,San Mateo
3/11/2015,3/8/2015,1290,Store F,Hours Worked,117,San Mateo
3/13/2015,3/8/2015,1290,Store F,Hours Worked,103,San Mateo
3/12/2015,3/8/2015,1290,Store F,Product A Produced,57,San Mateo
3/13/2015,3/8/2015,1290,Store F,Product A Produced,70,San Mateo
3/30/2015,3/29/2015,5678,Store D,Product B Produced,15,San Francisco
4/3/2015,3/29/2015,5678,Store D,Product B Produced,17,San Francisco
4/3/2015,3/29/2015,5678,Store D,Product A Produced,97,San Francisco
4/1/2015,3/29/2015,5678,Store D,Product A Produced,76,San Francisco
3/30/2015,3/29/2015,5678,Store D,Product A Produced,33,San Francisco
3/31/2015,3/29/2015,5678,Store D,Product A Produced,58,San Francisco
5/2/2015,4/26/2015,1290,Store F,Hours Worked,106,San Mateo
5/1/2015,4/26/2015,1290,Store F,Hours Worked,81,San Mateo
4/28/2015,4/26/2015,1290,Store F,Hours Worked,91,San Mateo
5/21/2015,5/17/2015,5678,Store D,Product B Produced,13,San Francisco
5/18/2015,5/17/2015,5678,Store D,Product A Produced,35,San Francisco
5/22/2015,5/17/2015,5678,Store D,Product A Produced,56,San Francisco
5/19/2015,5/17/2015,5678,Store D,Hours Worked,103,San Francisco
5/18/2015,5/17/2015,5678,Store D,Hours Worked,82,San Francisco
5/20/2015,5/17/2015,5678,Store D,Hours Worked,117,San Francisco
5/22/2015,5/17/2015,5678,Store D,Hours Worked,94,San Francisco
5/21/2015,5/17/2015,5678,Store D,Hours Worked,93,San Francisco
5/21/2015,5/17/2015,5678,Store D,Product A Produced,34,San Francisco
5/20/2015,5/17/2015,5678,Store D,Product A Produced,67,San Francisco
6/4/2015,5/31/2015,7859,Store G,Product A Produced,62,Irvine
6/1/2015,5/31/2015,7859,Store G,Product A Produced,33,Irvine
6/6/2015,5/31/2015,7859,Store G,Product A Produced,27,Irvine
6/6/2015,5/31/2015,7859,Store G,Hours Worked,93,Irvine
6/1/2015,5/31/2015,7859,Store G,Hours Worked,92,Irvine
6/4/2015,5/31/2015,7859,Store G,Hours Worked,108,Irvine
5/31/2015,5/31/2015,7859,Store G,Product B Produced,16,Irvine
5/31/2015,5/31/2015,7859,Store G,Hours Worked,89,Irvine
6/6/2015,5/31/2015,7859,Store G,Product B Produced,13,Irvine
6/5/2015,5/31/2015,7859,Store G,Product B Produced,16,Irvine
6/1/2015,5/31/2015,7859,Store G,Product B Produced,15,Irvine
6/5/2015,5/31/2015,7859,Store G,Hours Worked,53,Irvine
7/19/2015,7/19/2015,7859,Store G,Product A Produced,26,Irvine
7/24/2015,7/19/2015,7859,Store G,Product A Produced,33,Irvine
7/25/2015,7/19/2015,7859,Store G,Product A Produced,88,Irvine
7/25/2015,7/19/2015,7859,Store G,Product B Produced,16,Irvine
7/23/2015,7/19/2015,7859,Store G,Product B Produced,16,Irvine
7/22/2015,7/19/2015,7859,Store G,Product B Produced,41,Irvine
1/2/2015,12/28/2014,6453,Store B,Product B Produced,17,San Diego
1/2/2015,12/28/2014,6453,Store B,Hours Worked,108,San Diego
1/2/2015,12/28/2014,6453,Store B,Product A Produced,173,San Diego
1/15/2015,1/11/2015,2356,Store E,Product A Produced,31,San Diego
1/15/2015,1/11/2015,2356,Store E,Hours Worked,111,San Diego
1/16/2015,1/11/2015,2356,Store E,Hours Worked,114,San Diego
2/18/2015,2/15/2015,5678,Store D,Product A Produced,70,San Francisco
2/21/2015,2/15/2015,5678,Store D,Product A Produced,63,San Francisco
2/17/2015,2/15/2015,5678,Store D,Hours Worked,114,San Francisco
2/18/2015,2/15/2015,5678,Store D,Hours Worked,105,San Francisco
2/19/2015,2/15/2015,5678,Store D,Hours Worked,113,San Francisco
2/20/2015,2/15/2015,5678,Store D,Hours Worked,100,San Francisco
2/20/2015,2/15/2015,5678,Store D,Product A Produced,54,San Francisco
2/19/2015,2/15/2015,5678,Store D,Product A Produced,34,San Francisco
3/5/2015,3/1/2015,5678,Store D,Hours Worked,96,San Francisco
3/2/2015,3/1/2015,5678,Store D,Hours Worked,89,San Francisco
3/4/2015,3/1/2015,5678,Store D,Hours Worked,84,San Francisco
3/3/2015,3/1/2015,5678,Store D,Hours Worked,104,San Francisco
3/6/2015,3/1/2015,5678,Store D,Hours Worked,93,San Francisco
3/2/2015,3/1/2015,5678,Store D,Product A Produced,36,San Francisco
3/4/2015,3/1/2015,5678,Store D,Product A Produced,51,San Francisco
3/6/2015,3/1/2015,5678,Store D,Product A Produced,55,San Francisco
3/5/2015,3/1/2015,5678,Store D,Product A Produced,106,San Francisco
3/6/2015,3/1/2015,1290,Store F,Hours Worked,86,San Mateo
3/3/2015,3/1/2015,1290,Store F,Hours Worked,83,San Mateo
3/7/2015,3/1/2015,1290,Store F,Hours Worked,89,San Mateo
3/4/2015,3/1/2015,1290,Store F,Hours Worked,107,San Mateo
3/5/2015,3/1/2015,1290,Store F,Hours Worked,115,San Mateo
3/3/2015,3/1/2015,1290,Store F,Product A Produced,72,San Mateo
3/5/2015,3/1/2015,1290,Store F,Product A Produced,35,San Mateo
3/7/2015,3/1/2015,1290,Store F,Product A Produced,31,San Mateo
3/16/2015,3/15/2015,1290,Store F,Product B Produced,17,San Mateo
3/20/2015,3/15/2015,1290,Store F,Product B Produced,14,San Mateo
3/18/2015,3/15/2015,1290,Store F,Product B Produced,17,San Mateo
3/20/2015,3/15/2015,1290,Store F,Hours Worked,116,San Mateo
3/19/2015,3/15/2015,1290,Store F,Hours Worked,91,San Mateo
3/16/2015,3/15/2015,1290,Store F,Hours Worked,110,San Mateo
3/17/2015,3/15/2015,1290,Store F,Hours Worked,88,San Mateo
3/18/2015,3/15/2015,1290,Store F,Hours Worked,109,San Mateo
3/21/2015,3/15/2015,1290,Store F,Hours Worked,103,San Mateo
3/18/2015,3/15/2015,1290,Store F,Product A Produced,86,San Mateo
3/19/2015,3/15/2015,1290,Store F,Product A Produced,64,San Mateo
3/21/2015,3/15/2015,1290,Store F,Product A Produced,68,San Mateo
3/20/2015,3/15/2015,1290,Store F,Product A Produced,29,San Mateo
4/7/2015,4/5/2015,5678,Store D,Product A Produced,70,San Francisco
4/7/2015,4/5/2015,5678,Store D,Product B Produced,14,San Francisco
4/7/2015,4/5/2015,5678,Store D,Hours Worked,117,San Francisco
4/8/2015,4/5/2015,5678,Store D,Hours Worked,113,San Francisco
4/9/2015,4/5/2015,5678,Store D,Hours Worked,90,San Francisco
4/10/2015,4/5/2015,5678,Store D,Hours Worked,110,San Francisco
4/6/2015,4/5/2015,5678,Store D,Hours Worked,116,San Francisco
4/6/2015,4/5/2015,5678,Store D,Product A Produced,70,San Francisco
4/10/2015,4/5/2015,5678,Store D,Product A Produced,97,San Francisco
4/9/2015,4/5/2015,5678,Store D,Product A Produced,37,San Francisco
4/8/2015,4/5/2015,5678,Store D,Product A Produced,32,San Francisco
4/22/2015,4/19/2015,1290,Store F,Product B Produced,13,San Mateo
4/25/2015,4/19/2015,1290,Store F,Product A Produced,34,San Mateo
4/24/2015,4/19/2015,1290,Store F,Product A Produced,26,San Mateo
4/25/2015,4/19/2015,1290,Store F,Hours Worked,117,San Mateo
4/23/2015,4/19/2015,1290,Store F,Hours Worked,93,San Mateo
4/19/2015,4/19/2015,1290,Store F,Hours Worked,101,San Mateo
4/24/2015,4/19/2015,1290,Store F,Hours Worked,98,San Mateo
6/8/2015,6/7/2015,7859,Store G,Product A Produced,72,Irvine
6/12/2015,6/7/2015,7859,Store G,Product A Produced,28,Irvine
