,Site Name,city,metric,quantity,work_date,date,month,year
1197,G,Irvine,Hours Worked,91,21/01/2015,21,Jan,2015
1198,G,Irvine,Hours Worked,93,24/01/2015,24,Jan,2015
1199,G,Irvine,Production B,15,21/01/2015,21,Jan,2015
1200,G,Irvine,Production A,26,24/01/2015,24,Jan,2015
1201,G,Irvine,Production B,14,22/01/2015,22,Jan,2015
1202,G,Irvine,Production A,29,23/01/2015,23,Jan,2015
1203,B,San Diego,Production A,94,01/04/2015,01,Apr,2015
1204,E,San Diego,Production B,17,03/04/2015,03,Apr,2015
1205,E,San Diego,Production A,36,03/04/2015,03,Apr,2015
1206,E,San Diego,Production A,30,30/03/2015,30,Mar,2015
1207,E,San Diego,Hours Worked,107,03/04/2015,03,Apr,2015
1208,E,San Diego,Hours Worked,85,04/04/2015,04,Apr,2015
1209,E,San Diego,Hours Worked,108,02/04/2015,02,Apr,2015
1210,E,San Diego,Hours Worked,195,30/03/2015,30,Mar,2015
1211,D,San Francisco,Hours Worked,100,16/04/2015,16,Apr,2015
1212,D,San Francisco,Hours Worked,115,14/04/2015,14,Apr,2015
1213,D,San Francisco,Hours Worked,112,17/04/2015,17,Apr,2015
1214,D,San Francisco,Hours Worked,107,13/04/2015,13,Apr,2015
1215,D,San Francisco,Hours Worked,93,15/04/2015,15,Apr,2015
1216,D,San Francisco,Production A,92,16/04/2015,16,Apr,2015
1217,D,San Francisco,Production A,74,17/04/2015,17,Apr,2015
1218,D,San Francisco,Production A,121,18/04/2015,18,Apr,2015
1219,D,San Francisco,Production A,51,13/04/2015,13,Apr,2015
1220,D,San Francisco,Production A,64,15/04/2015,15,Apr,2015
1221,F,San Mateo,Production A,36,16/04/2015,16,Apr,2015
1222,F,San Mateo,Hours Worked,88,14/04/2015,14,Apr,2015
1223,F,San Mateo,Hours Worked,88,17/04/2015,17,Apr,2015
1224,F,San Mateo,Hours Worked,97,16/04/2015,16,Apr,2015
1225,F,San Mateo,Production B,17,16/04/2015,16,Apr,2015
1226,F,San Mateo,Hours Worked,106,15/04/2015,15,Apr,2015
1227,F,San Mateo,Production B,12,18/04/2015,18,Apr,2015
1228,F,San Mateo,Hours Worked,111,18/04/2015,18,Apr,2015
1229,C,San Diego,Production B,25,19/04/2015,19,Apr,2015
1230,C,San Diego,Production B,16,23/04/2015,23,Apr,2015
1231,C,San Diego,Production A,57,19/04/2015,19,Apr,2015
1232,C,San Diego,Production B,34,21/04/2015,21,Apr,2015
1233,C,San Diego,Production A,60,22/04/2015,22,Apr,2015
1234,C,San Diego,Production A,80,23/04/2015,23,Apr,2015
1235,C,San Diego,Hours Worked,86,19/04/2015,19,Apr,2015
1236,C,San Diego,Hours Worked,91,21/04/2015,21,Apr,2015
1237,C,San Diego,Hours Worked,107,22/04/2015,22,Apr,2015
1238,C,San Diego,Hours Worked,105,20/04/2015,20,Apr,2015
1239,C,San Diego,Hours Worked,91,23/04/2015,23,Apr,2015
1240,G,Irvine,Production B,15,29/04/2015,29,Apr,2015
1241,G,Irvine,Production B,83,27/04/2015,27,Apr,2015
1242,G,Irvine,Production B,14,26/04/2015,26,Apr,2015
1243,G,Irvine,Production A,146,27/04/2015,27,Apr,2015
1244,G,Irvine,Hours Worked,97,26/04/2015,26,Apr,2015
1245,G,Irvine,Hours Worked,51,01/05/2015,01,May,2015
1246,G,Irvine,Hours Worked,57,02/05/2015,02,May,2015
1247,G,Irvine,Hours Worked,72,27/04/2015,27,Apr,2015
1248,G,Irvine,Production A,56,26/04/2015,26,Apr,2015
1249,G,Irvine,Production A,31,01/05/2015,01,May,2015
1250,A,LA,Production A,31,13/05/2015,13,May,2015
1251,A,LA,Production A,73,11/05/2015,11,May,2015
1252,A,LA,Production A,27,12/05/2015,12,May,2015
1253,A,LA,Production A,28,15/05/2015,15,May,2015
1254,A,LA,Hours Worked,88,14/05/2015,14,May,2015
1255,A,LA,Hours Worked,94,11/05/2015,11,May,2015
1256,A,LA,Hours Worked,104,15/05/2015,15,May,2015
1257,A,LA,Hours Worked,81,13/05/2015,13,May,2015
1258,A,LA,Hours Worked,95,12/05/2015,12,May,2015
1259,A,LA,Production B,17,11/05/2015,11,May,2015
1260,E,San Diego,Hours Worked,83,06/07/2015,06,Jul,2015
1261,E,San Diego,Hours Worked,104,10/07/2015,10,Jul,2015
1262,E,San Diego,Hours Worked,99,11/07/2015,11,Jul,2015
1263,E,San Diego,Hours Worked,101,07/07/2015,07,Jul,2015
1264,E,San Diego,Production B,15,06/07/2015,06,Jul,2015
1265,E,San Diego,Hours Worked,110,09/07/2015,09,Jul,2015
1266,E,San Diego,Production A,89,07/07/2015,07,Jul,2015
1267,E,San Diego,Production A,28,10/07/2015,10,Jul,2015
1268,E,San Diego,Production A,62,11/07/2015,11,Jul,2015
1269,E,San Diego,Production A,53,06/07/2015,06,Jul,2015
1270,F,San Mateo,Hours Worked,106,21/07/2015,21,Jul,2015
1271,F,San Mateo,Hours Worked,162,24/07/2015,24,Jul,2015
1272,F,San Mateo,Hours Worked,87,23/07/2015,23,Jul,2015
1273,F,San Mateo,Hours Worked,85,22/07/2015,22,Jul,2015
1274,F,San Mateo,Hours Worked,94,19/07/2015,19,Jul,2015
1275,F,San Mateo,Hours Worked,109,20/07/2015,20,Jul,2015
1276,E,San Diego,Production A,36,09/01/2015,09,Jan,2015
1277,E,San Diego,Production A,35,05/01/2015,05,Jan,2015
1278,E,San Diego,Production A,31,08/01/2015,08,Jan,2015
1279,E,San Diego,Hours Worked,92,09/01/2015,09,Jan,2015
1280,E,San Diego,Hours Worked,95,05/01/2015,05,Jan,2015
1281,E,San Diego,Hours Worked,112,06/01/2015,06,Jan,2015
1282,E,San Diego,Production B,14,06/01/2015,06,Jan,2015
1283,E,San Diego,Hours Worked,100,08/01/2015,08,Jan,2015
1284,F,San Mateo,Production A,26,21/01/2015,21,Jan,2015
1285,F,San Mateo,Production A,71,22/01/2015,22,Jan,2015
1286,F,San Mateo,Hours Worked,82,24/01/2015,24,Jan,2015
1287,F,San Mateo,Hours Worked,96,20/01/2015,20,Jan,2015
1288,F,San Mateo,Hours Worked,105,21/01/2015,21,Jan,2015
1289,F,San Mateo,Hours Worked,148,23/01/2015,23,Jan,2015
1290,F,San Mateo,Production B,42,21/01/2015,21,Jan,2015
1291,F,San Mateo,Production B,13,23/01/2015,23,Jan,2015
1292,F,San Mateo,Hours Worked,107,22/01/2015,22,Jan,2015
1293,C,San Diego,Production B,17,25/01/2015,25,Jan,2015
1294,C,San Diego,Production B,14,26/01/2015,26,Jan,2015
1295,C,San Diego,Hours Worked,115,27/01/2015,27,Jan,2015
1296,C,San Diego,Hours Worked,119,29/01/2015,29,Jan,2015
1297,C,San Diego,Hours Worked,84,28/01/2015,28,Jan,2015
1298,C,San Diego,Hours Worked,94,25/01/2015,25,Jan,2015
1299,C,San Diego,Hours Worked,101,26/01/2015,26,Jan,2015
1300,C,San Diego,Production A,103,25/01/2015,25,Jan,2015
1301,C,San Diego,Production A,55,29/01/2015,29,Jan,2015
1302,C,San Diego,Production A,51,26/01/2015,26,Jan,2015
1303,D,San Francisco,Production B,14,09/02/2015,09,Feb,2015
1304,D,San Francisco,Production B,17,11/02/2015,11,Feb,2015
1305,D,San Francisco,Hours Worked,113,12/02/2015,12,Feb,2015
1306,D,San Francisco,Hours Worked,86,13/02/2015,13,Feb,2015
1307,D,San Francisco,Hours Worked,85,10/02/2015,10,Feb,2015
1308,D,San Francisco,Hours Worked,102,11/02/2015,11,Feb,2015
1309,D,San Francisco,Hours Worked,89,09/02/2015,09,Feb,2015
1310,D,San Francisco,Production A,60,12/02/2015,12,Feb,2015
1311,D,San Francisco,Production A,31,13/02/2015,13,Feb,2015
1312,D,San Francisco,Production A,25,11/02/2015,11,Feb,2015
1313,E,San Diego,Production A,131,28/02/2015,28,Feb,2015
1314,E,San Diego,Production B,17,28/02/2015,28,Feb,2015
1315,E,San Diego,Production A,28,24/02/2015,24,Feb,2015
1316,E,San Diego,Production A,29,26/02/2015,26,Feb,2015
1317,E,San Diego,Production A,32,23/02/2015,23,Feb,2015
1318,E,San Diego,Hours Worked,101,28/02/2015,28,Feb,2015
1319,E,San Diego,Hours Worked,107,24/02/2015,24,Feb,2015
1320,E,San Diego,Hours Worked,101,23/02/2015,23,Feb,2015
1321,E,San Diego,Hours Worked,107,27/02/2015,27,Feb,2015
1322,E,San Diego,Hours Worked,96,26/02/2015,26,Feb,2015
1323,E,San Diego,Production B,17,23/02/2015,23,Feb,2015
1324,E,San Diego,Production B,13,26/02/2015,26,Feb,2015
1325,F,San Mateo,Production A,37,10/03/2015,10,Mar,2015
1326,F,San Mateo,Production A,35,11/03/2015,11,Mar,2015
1327,F,San Mateo,Production B,17,14/03/2015,14,Mar,2015
1328,F,San Mateo,Hours Worked,14,09/03/2015,09,Mar,2015
1329,F,San Mateo,Hours Worked,116,10/03/2015,10,Mar,2015
1330,F,San Mateo,Hours Worked,83,12/03/2015,12,Mar,2015
1331,F,San Mateo,Hours Worked,112,14/03/2015,14,Mar,2015
1332,F,San Mateo,Hours Worked,117,11/03/2015,11,Mar,2015
1333,F,San Mateo,Hours Worked,103,13/03/2015,13,Mar,2015
1334,F,San Mateo,Production A,57,12/03/2015,12,Mar,2015
1335,F,San Mateo,Production A,70,13/03/2015,13,Mar,2015
1336,D,San Francisco,Production B,15,30/03/2015,30,Mar,2015
1337,D,San Francisco,Production B,17,03/04/2015,03,Apr,2015
1338,D,San Francisco,Production A,97,03/04/2015,03,Apr,2015
1339,D,San Francisco,Production A,76,01/04/2015,01,Apr,2015
1340,D,San Francisco,Production A,33,30/03/2015,30,Mar,2015
1341,D,San Francisco,Production A,58,31/03/2015,31,Mar,2015
1342,F,San Mateo,Hours Worked,106,02/05/2015,02,May,2015
1343,F,San Mateo,Hours Worked,81,01/05/2015,01,May,2015
1344,F,San Mateo,Hours Worked,91,28/04/2015,28,Apr,2015
1345,D,San Francisco,Production B,13,21/05/2015,21,May,2015
1346,D,San Francisco,Production A,35,18/05/2015,18,May,2015
1347,D,San Francisco,Production A,56,22/05/2015,22,May,2015
1348,D,San Francisco,Hours Worked,103,19/05/2015,19,May,2015
1349,D,San Francisco,Hours Worked,82,18/05/2015,18,May,2015
1350,D,San Francisco,Hours Worked,117,20/05/2015,20,May,2015
1351,D,San Francisco,Hours Worked,94,22/05/2015,22,May,2015
1352,D,San Francisco,Hours Worked,93,21/05/2015,21,May,2015
1353,D,San Francisco,Production A,34,21/05/2015,21,May,2015
1354,D,San Francisco,Production A,67,20/05/2015,20,May,2015
1355,G,Irvine,Production A,62,04/06/2015,04,Jun,2015
1356,G,Irvine,Production A,33,01/06/2015,01,Jun,2015
1357,G,Irvine,Production A,27,06/06/2015,06,Jun,2015
1358,G,Irvine,Hours Worked,93,06/06/2015,06,Jun,2015
1359,G,Irvine,Hours Worked,92,01/06/2015,01,Jun,2015
1360,G,Irvine,Hours Worked,108,04/06/2015,04,Jun,2015
1361,G,Irvine,Production B,16,31/05/2015,31,May,2015
1362,G,Irvine,Hours Worked,89,31/05/2015,31,May,2015
1363,G,Irvine,Production B,13,06/06/2015,06,Jun,2015
1364,G,Irvine,Production B,16,05/06/2015,05,Jun,2015
1365,G,Irvine,Production B,15,01/06/2015,01,Jun,2015
1366,G,Irvine,Hours Worked,53,05/06/2015,05,Jun,2015
1367,G,Irvine,Production A,26,19/07/2015,19,Jul,2015
1368,G,Irvine,Production A,33,24/07/2015,24,Jul,2015
1369,G,Irvine,Production A,88,25/07/2015,25,Jul,2015
1370,G,Irvine,Production B,16,25/07/2015,25,Jul,2015
1371,G,Irvine,Production B,16,23/07/2015,23,Jul,2015
1372,G,Irvine,Production B,41,22/07/2015,22,Jul,2015
1373,B,San Diego,Production B,17,02/01/2015,02,Jan,2015
1374,B,San Diego,Hours Worked,108,02/01/2015,02,Jan,2015
1375,B,San Diego,Production A,173,02/01/2015,02,Jan,2015
1376,E,San Diego,Production A,31,15/01/2015,15,Jan,2015
1377,E,San Diego,Hours Worked,111,15/01/2015,15,Jan,2015
1378,E,San Diego,Hours Worked,114,16/01/2015,16,Jan,2015
1379,D,San Francisco,Production A,70,18/02/2015,18,Feb,2015
1380,D,San Francisco,Production A,63,21/02/2015,21,Feb,2015
1381,D,San Francisco,Hours Worked,114,17/02/2015,17,Feb,2015
1382,D,San Francisco,Hours Worked,105,18/02/2015,18,Feb,2015
1383,D,San Francisco,Hours Worked,113,19/02/2015,19,Feb,2015
1384,D,San Francisco,Hours Worked,100,20/02/2015,20,Feb,2015
1385,D,San Francisco,Production A,54,20/02/2015,20,Feb,2015
1386,D,San Francisco,Production A,34,19/02/2015,19,Feb,2015
1387,D,San Francisco,Hours Worked,96,05/03/2015,05,Mar,2015
1388,D,San Francisco,Hours Worked,89,02/03/2015,02,Mar,2015
1389,D,San Francisco,Hours Worked,84,04/03/2015,04,Mar,2015
1390,D,San Francisco,Hours Worked,104,03/03/2015,03,Mar,2015
1391,D,San Francisco,Hours Worked,93,06/03/2015,06,Mar,2015
1392,D,San Francisco,Production A,36,02/03/2015,02,Mar,2015
1393,D,San Francisco,Production A,51,04/03/2015,04,Mar,2015
1394,D,San Francisco,Production A,55,06/03/2015,06,Mar,2015
1395,D,San Francisco,Production A,106,05/03/2015,05,Mar,2015
1396,F,San Mateo,Hours Worked,86,06/03/2015,06,Mar,2015
1397,F,San Mateo,Hours Worked,83,03/03/2015,03,Mar,2015
1398,F,San Mateo,Hours Worked,89,07/03/2015,07,Mar,2015
1399,F,San Mateo,Hours Worked,107,04/03/2015,04,Mar,2015
1400,F,San Mateo,Hours Worked,115,05/03/2015,05,Mar,2015
1401,F,San Mateo,Production A,72,03/03/2015,03,Mar,2015
1402,F,San Mateo,Production A,35,05/03/2015,05,Mar,2015
1403,F,San Mateo,Production A,31,07/03/2015,07,Mar,2015
1404,F,San Mateo,Production B,17,16/03/2015,16,Mar,2015
1405,F,San Mateo,Production B,14,20/03/2015,20,Mar,2015
1406,F,San Mateo,Production B,17,18/03/2015,18,Mar,2015
1407,F,San Mateo,Hours Worked,116,20/03/2015,20,Mar,2015
1408,F,San Mateo,Hours Worked,91,19/03/2015,19,Mar,2015
1409,F,San Mateo,Hours Worked,110,16/03/2015,16,Mar,2015
1410,F,San Mateo,Hours Worked,88,17/03/2015,17,Mar,2015
1411,F,San Mateo,Hours Worked,109,18/03/2015,18,Mar,2015
1412,F,San Mateo,Hours Worked,103,21/03/2015,21,Mar,2015
1413,F,San Mateo,Production A,86,18/03/2015,18,Mar,2015
1414,F,San Mateo,Production A,64,19/03/2015,19,Mar,2015
1415,F,San Mateo,Production A,68,21/03/2015,21,Mar,2015
1416,F,San Mateo,Production A,29,20/03/2015,20,Mar,2015
1417,D,San Francisco,Production A,70,07/04/2015,07,Apr,2015
1418,D,San Francisco,Production B,14,07/04/2015,07,Apr,2015
1419,D,San Francisco,Hours Worked,117,07/04/2015,07,Apr,2015
1420,D,San Francisco,Hours Worked,113,08/04/2015,08,Apr,2015
1421,D,San Francisco,Hours Worked,90,09/04/2015,09,Apr,2015
1422,D,San Francisco,Hours Worked,110,10/04/2015,10,Apr,2015
1423,D,San Francisco,Hours Worked,116,06/04/2015,06,Apr,2015
1424,D,San Francisco,Production A,70,06/04/2015,06,Apr,2015
1425,D,San Francisco,Production A,97,10/04/2015,10,Apr,2015
1426,D,San Francisco,Production A,37,09/04/2015,09,Apr,2015
1427,D,San Francisco,Production A,32,08/04/2015,08,Apr,2015
1428,F,San Mateo,Production B,13,22/04/2015,22,Apr,2015
1429,F,San Mateo,Production A,34,25/04/2015,25,Apr,2015
1430,F,San Mateo,Production A,26,24/04/2015,24,Apr,2015
1431,F,San Mateo,Hours Worked,117,25/04/2015,25,Apr,2015
1432,F,San Mateo,Hours Worked,93,23/04/2015,23,Apr,2015
1433,F,San Mateo,Hours Worked,101,19/04/2015,19,Apr,2015
1434,F,San Mateo,Hours Worked,98,24/04/2015,24,Apr,2015
1435,G,Irvine,Production A,72,08/06/2015,08,Jun,2015
1436,G,Irvine,Production A,28,12/06/2015,12,Jun,2015
1437,G,Irvine,Production A,54,07/06/2015,07,Jun,2015
1438,G,Irvine,Production A,37,11/06/2015,11,Jun,2015
1439,G,Irvine,Production B,13,08/06/2015,08,Jun,2015
1440,G,Irvine,Production B,30,07/06/2015,07,Jun,2015
1441,G,Irvine,Production B,17,13/06/2015,13,Jun,2015
1442,G,Irvine,Hours Worked,85,13/06/2015,13,Jun,2015
1443,G,Irvine,Hours Worked,95,11/06/2015,11,Jun,2015
1444,G,Irvine,Hours Worked,88,07/06/2015,07,Jun,2015
1445,G,Irvine,Hours Worked,80,08/06/2015,08,Jun,2015
1446,G,Irvine,Hours Worked,84,12/06/2015,12,Jun,2015
1447,G,Irvine,Hours Worked,97,16/07/2015,16,Jul,2015
1448,G,Irvine,Production B,46,12/07/2015,12,Jul,2015
1449,G,Irvine,Production B,16,18/07/2015,18,Jul,2015
1450,G,Irvine,Production B,15,17/07/2015,17,Jul,2015
1451,G,Irvine,Hours Worked,110,17/07/2015,17,Jul,2015
1452,G,Irvine,Hours Worked,86,12/07/2015,12,Jul,2015
1453,G,Irvine,Hours Worked,98,13/07/2015,13,Jul,2015
1454,G,Irvine,Hours Worked,81,18/07/2015,18,Jul,2015
1455,G,Irvine,Production A,33,16/07/2015,16,Jul,2015
1456,G,Irvine,Production A,37,13/07/2015,13,Jul,2015
1457,G,Irvine,Production A,101,18/07/2015,18,Jul,2015
1458,G,Irvine,Production A,35,12/07/2015,12,Jul,2015
1459,G,Irvine,Production B,15,01/08/2015,01,Aug,2015
1460,G,Irvine,Production B,41,30/07/2015,30,Jul,2015
1461,G,Irvine,Production B,35,28/07/2015,28,Jul,2015
1462,G,Irvine,Production B,45,27/07/2015,27,Jul,2015
1463,G,Irvine,Production B,28,29/07/2015,29,Jul,2015
1464,G,Irvine,Production B,43,26/07/2015,26,Jul,2015
1465,G,Irvine,Hours Worked,119,28/07/2015,28,Jul,2015
1466,G,Irvine,Hours Worked,120,31/07/2015,31,Jul,2015
1467,G,Irvine,Hours Worked,104,27/07/2015,27,Jul,2015
1468,G,Irvine,Hours Worked,101,01/08/2015,01,Aug,2015
1469,G,Irvine,Hours Worked,104,29/07/2015,29,Jul,2015
1470,G,Irvine,Hours Worked,102,30/07/2015,30,Jul,2015
1471,E,San Diego,Hours Worked,98,02/01/2015,02,Jan,2015
1472,E,San Diego,Hours Worked,90,03/01/2015,03,Jan,2015
1473,E,San Diego,Production A,73,02/01/2015,02,Jan,2015
1474,E,San Diego,Production A,111,03/01/2015,03,Jan,2015
1475,D,San Francisco,Production A,33,12/03/2015,12,Mar,2015
1476,D,San Francisco,Production A,134,13/03/2015,13,Mar,2015
1477,D,San Francisco,Production B,14,11/03/2015,11,Mar,2015
1478,D,San Francisco,Production A,73,11/03/2015,11,Mar,2015
1479,D,San Francisco,Production B,33,13/03/2015,13,Mar,2015
1480,D,San Francisco,Production A,29,10/03/2015,10,Mar,2015
1481,D,San Francisco,Hours Worked,101,12/03/2015,12,Mar,2015
1482,D,San Francisco,Hours Worked,120,11/03/2015,11,Mar,2015
1483,D,San Francisco,Hours Worked,107,13/03/2015,13,Mar,2015
1484,D,San Francisco,Hours Worked,114,10/03/2015,10,Mar,2015
1485,D,San Francisco,Hours Worked,101,17/03/2015,17,Mar,2015
1486,D,San Francisco,Hours Worked,116,18/03/2015,18,Mar,2015
1487,D,San Francisco,Hours Worked,100,19/03/2015,19,Mar,2015
1488,D,San Francisco,Production A,35,16/03/2015,16,Mar,2015
1489,D,San Francisco,Production B,12,17/03/2015,17,Mar,2015
1490,D,San Francisco,Production B,13,18/03/2015,18,Mar,2015
1491,D,San Francisco,Hours Worked,82,20/03/2015,20,Mar,2015
1492,D,San Francisco,Hours Worked,117,16/03/2015,16,Mar,2015
1493,D,San Francisco,Production A,74,19/03/2015,19,Mar,2015
1494,D,San Francisco,Production A,60,20/03/2015,20,Mar,2015
1495,D,San Francisco,Production A,51,17/03/2015,17,Mar,2015
1496,D,San Francisco,Production A,50,18/03/2015,18,Mar,2015
1497,D,San Francisco,Production A,55,23/03/2015,23,Mar,2015
1498,D,San Francisco,Production A,80,24/03/2015,24,Mar,2015
1499,D,San Francisco,Hours Worked,85,25/03/2015,25,Mar,2015
1500,D,San Francisco,Hours Worked,89,24/03/2015,24,Mar,2015
1501,D,San Francisco,Hours Worked,101,26/03/2015,26,Mar,2015
1502,D,San Francisco,Hours Worked,104,27/03/2015,27,Mar,2015
1503,D,San Francisco,Hours Worked,109,23/03/2015,23,Mar,2015
1504,D,San Francisco,Production B,14,27/03/2015,27,Mar,2015
1505,D,San Francisco,Production A,54,25/03/2015,25,Mar,2015
1506,D,San Francisco,Production A,66,26/03/2015,26,Mar,2015
1507,F,San Mateo,Production A,28,25/03/2015,25,Mar,2015
1508,F,San Mateo,Production A,100,26/03/2015,26,Mar,2015
1509,F,San Mateo,Production A,75,27/03/2015,27,Mar,2015
1510,F,San Mateo,Production A,26,24/03/2015,24,Mar,2015
1511,F,San Mateo,Production A,36,28/03/2015,28,Mar,2015
1512,F,San Mateo,Production A,28,23/03/2015,23,Mar,2015
1513,F,San Mateo,Hours Worked,114,28/03/2015,28,Mar,2015
1514,F,San Mateo,Hours Worked,92,22/03/2015,22,Mar,2015
1515,F,San Mateo,Hours Worked,115,24/03/2015,24,Mar,2015
1516,F,San Mateo,Hours Worked,13,23/03/2015,23,Mar,2015
1517,F,San Mateo,Hours Worked,101,25/03/2015,25,Mar,2015
1518,F,San Mateo,Hours Worked,115,26/03/2015,26,Mar,2015
1519,F,San Mateo,Hours Worked,80,27/03/2015,27,Mar,2015
1520,F,San Mateo,Production B,33,03/04/2015,03,Apr,2015
1521,F,San Mateo,Production A,66,02/04/2015,02,Apr,2015
1522,F,San Mateo,Production A,91,04/04/2015,04,Apr,2015
1523,F,San Mateo,Production A,37,03/04/2015,03,Apr,2015
1524,F,San Mateo,Hours Worked,110,02/04/2015,02,Apr,2015
1525,F,San Mateo,Hours Worked,133,04/04/2015,04,Apr,2015
1526,F,San Mateo,Hours Worked,110,03/04/2015,03,Apr,2015
1527,F,San Mateo,Production A,30,08/04/2015,08,Apr,2015
1528,F,San Mateo,Production A,26,07/04/2015,07,Apr,2015
1529,F,San Mateo,Production A,54,11/04/2015,11,Apr,2015
1530,F,San Mateo,Hours Worked,84,10/04/2015,10,Apr,2015
1531,F,San Mateo,Hours Worked,98,07/04/2015,07,Apr,2015
1532,F,San Mateo,Hours Worked,86,09/04/2015,09,Apr,2015
1533,F,San Mateo,Hours Worked,119,05/04/2015,05,Apr,2015
1534,F,San Mateo,Hours Worked,93,08/04/2015,08,Apr,2015
1535,F,San Mateo,Hours Worked,115,11/04/2015,11,Apr,2015
1536,G,Irvine,Production A,32,21/06/2015,21,Jun,2015
1537,G,Irvine,Hours Worked,111,21/06/2015,21,Jun,2015
1538,G,Irvine,Production B,15,27/06/2015,27,Jun,2015
1539,G,Irvine,Production B,25,21/06/2015,21,Jun,2015
1540,G,Irvine,Production B,16,22/06/2015,22,Jun,2015
1541,G,Irvine,Production B,29,26/06/2015,26,Jun,2015
1542,G,Irvine,Production A,67,27/06/2015,27,Jun,2015
1543,G,Irvine,Hours Worked,89,27/06/2015,27,Jun,2015
1544,G,Irvine,Hours Worked,98,26/06/2015,26,Jun,2015
1545,G,Irvine,Hours Worked,105,22/06/2015,22,Jun,2015
1546,G,Irvine,Hours Worked,100,25/06/2015,25,Jun,2015
1547,G,Irvine,Production A,26,02/07/2015,02,Jul,2015
1548,G,Irvine,Hours Worked,88,04/07/2015,04,Jul,2015
1549,G,Irvine,Hours Worked,120,28/06/2015,28,Jun,2015
1550,G,Irvine,Hours Worked,82,02/07/2015,02,Jul,2015
1551,G,Irvine,Hours Worked,111,29/06/2015,29,Jun,2015
1552,G,Irvine,Production B,49,29/06/2015,29,Jun,2015
1553,G,Irvine,Production B,16,03/07/2015,03,Jul,2015
1554,G,Irvine,Hours Worked,96,09/07/2015,09,Jul,2015
1555,G,Irvine,Hours Worked,114,06/07/2015,06,Jul,2015
1556,G,Irvine,Hours Worked,108,05/07/2015,05,Jul,2015
1557,G,Irvine,Hours Worked,120,10/07/2015,10,Jul,2015
1558,G,Irvine,Hours Worked,84,11/07/2015,11,Jul,2015
1559,G,Irvine,Production B,15,10/07/2015,10,Jul,2015
1560,G,Irvine,Production B,25,09/07/2015,09,Jul,2015
1561,G,Irvine,Production A,26,06/07/2015,06,Jul,2015
1562,G,Irvine,Production A,26,05/07/2015,05,Jul,2015
1563,G,Irvine,Production B,15,11/07/2015,11,Jul,2015
1564,G,Irvine,Production A,34,11/07/2015,11,Jul,2015
1565,G,Irvine,Production A,33,09/07/2015,09,Jul,2015
1566,G,Irvine,Production A,28,10/07/2015,10,Jul,2015
1567,A,LA,Production A,61,12/10/2015,12,Oct,2015
1568,F,San Mateo,Production B,27,20/07/2015,20,Jul,2015
1569,F,San Mateo,Production B,14,22/07/2015,22,Jul,2015
1570,F,San Mateo,Hours Worked,140,25/07/2015,25,Jul,2015
1571,F,San Mateo,Production A,32,20/07/2015,20,Jul,2015
1572,F,San Mateo,Production A,70,25/07/2015,25,Jul,2015
1573,F,San Mateo,Production A,32,21/07/2015,21,Jul,2015
1574,F,San Mateo,Production A,53,22/07/2015,22,Jul,2015
1575,B,San Diego,Hours Worked,110,26/07/2015,26,Jul,2015
1576,B,San Diego,Hours Worked,120,27/07/2015,27,Jul,2015
1577,B,San Diego,Hours Worked,119,01/08/2015,01,Aug,2015
1578,B,San Diego,Production A,31,27/07/2015,27,Jul,2015
1579,C,San Diego,Hours Worked,123,29/07/2015,29,Jul,2015
1580,C,San Diego,Hours Worked,92,26/07/2015,26,Jul,2015
1581,C,San Diego,Hours Worked,116,30/07/2015,30,Jul,2015
1582,C,San Diego,Hours Worked,75,27/07/2015,27,Jul,2015
1583,C,San Diego,Hours Worked,129,28/07/2015,28,Jul,2015
1584,C,San Diego,Production B,15,28/07/2015,28,Jul,2015
1585,C,San Diego,Production A,35,28/07/2015,28,Jul,2015
1586,C,San Diego,Production A,31,26/07/2015,26,Jul,2015
1587,D,San Francisco,Production A,32,10/08/2015,10,Aug,2015
1588,D,San Francisco,Hours Worked,116,14/08/2015,14,Aug,2015
1589,D,San Francisco,Hours Worked,103,10/08/2015,10,Aug,2015
1590,D,San Francisco,Hours Worked,84,11/08/2015,11,Aug,2015
1591,D,San Francisco,Hours Worked,110,13/08/2015,13,Aug,2015
1592,D,San Francisco,Hours Worked,92,12/08/2015,12,Aug,2015
1593,D,San Francisco,Production A,37,11/08/2015,11,Aug,2015
1594,D,San Francisco,Production A,51,12/08/2015,12,Aug,2015
1595,D,San Francisco,Production A,64,15/08/2015,15,Aug,2015
1596,A,LA,Production B,14,21/08/2015,21,Aug,2015
1597,A,LA,Hours Worked,87,17/08/2015,17,Aug,2015
1598,A,LA,Hours Worked,97,20/08/2015,20,Aug,2015
1599,A,LA,Hours Worked,100,18/08/2015,18,Aug,2015
1600,A,LA,Hours Worked,95,21/08/2015,21,Aug,2015
1601,A,LA,Hours Worked,106,19/08/2015,19,Aug,2015
1602,G,Irvine,Production A,35,27/08/2015,27,Aug,2015
1603,G,Irvine,Hours Worked,93,27/08/2015,27,Aug,2015
1604,G,Irvine,Hours Worked,83,28/08/2015,28,Aug,2015
1605,G,Irvine,Hours Worked,92,29/08/2015,29,Aug,2015
1606,G,Irvine,Hours Worked,97,23/08/2015,23,Aug,2015
1607,G,Irvine,Hours Worked,116,24/08/2015,24,Aug,2015
1608,G,Irvine,Production B,17,28/08/2015,28,Aug,2015
1609,G,Irvine,Production B,31,29/08/2015,29,Aug,2015
1610,G,Irvine,Production A,62,28/08/2015,28,Aug,2015
